result,materialDifference,colour,plyNumber,whiteInCheck,blackInCheck,whiteQueenExists,blackQueenExists,numOfSquaresWhiteAttacks,numOfSquaresBlackAttacks
0,-1,0,38,0,0,1,1,33,41
0,-1,1,39,0,0,1,1,34,41
0,-2,0,40,0,0,1,1,33,43
0,3,1,41,0,0,1,1,38,39
0,-2,0,42,0,0,1,1,30,39
0,-2,1,43,0,0,1,1,31,39
0,-2,0,44,0,0,1,1,31,40
0,-2,1,45,0,0,1,1,33,39
0,-2,0,46,0,0,1,1,33,35
0,-2,1,47,0,0,1,1,36,35
0,-5,0,48,0,0,1,1,33,38
0,-2,1,49,0,0,1,1,32,38
0,-5,0,50,0,0,1,1,28,33
0,-5,1,51,0,0,1,1,28,33
0,-6,0,52,0,0,1,1,26,33
0,-6,1,53,0,0,1,1,25,33
0,-6,0,54,0,0,1,1,24,37
0,-5,1,55,0,0,1,1,31,36
0,-5,0,56,0,0,1,1,31,36
0,-5,1,57,0,0,1,1,27,34
0,-5,0,58,0,0,1,1,27,35
0,4,1,59,0,0,1,0,27,24
0,4,0,60,0,0,1,0,28,27
0,4,1,61,0,0,1,0,28,27
0,4,0,62,0,0,1,0,28,28
0,4,1,63,0,0,1,0,27,28
0,4,0,64,0,0,1,0,27,28
0,4,1,65,0,0,1,0,28,28
0,4,0,66,0,0,1,0,28,26
0,4,1,67,0,0,1,0,26,26
0,4,0,68,0,0,1,0,30,29
0,4,1,69,0,0,1,0,28,29
0,4,0,70,0,0,1,0,28,28
0,4,1,71,0,1,1,0,28,28
0,4,0,72,0,0,1,0,27,28
0,3,1,21,0,0,1,1,36,35
0,0,0,22,0,0,1,1,31,38
0,0,1,23,0,0,1,1,31,38
0,0,0,24,0,0,1,1,31,36
0,0,1,25,0,0,1,1,32,36
0,0,0,26,0,0,1,1,32,39
0,0,1,27,0,0,1,1,33,39
0,-9,0,28,0,0,0,1,30,39
0,0,1,29,0,0,0,0,31,31
0,0,0,30,0,0,0,0,31,32
0,0,1,31,0,0,0,0,33,32
0,0,0,32,0,0,0,0,33,28
0,1,1,33,0,0,0,0,34,26
0,0,0,34,0,0,0,0,33,32
0,0,1,35,0,0,0,0,35,32
0,0,0,36,0,0,0,0,35,32
0,1,1,37,0,0,0,0,34,31
0,0,0,38,0,0,0,0,34,33
0,0,1,39,0,0,0,0,37,33
0,0,0,40,0,0,0,0,37,34
0,3,1,41,0,0,0,0,34,34
0,0,0,42,0,0,0,0,31,35
0,0,1,43,0,0,0,0,33,35
0,0,0,44,0,0,0,0,33,37
0,3,1,45,0,0,0,0,33,31
0,0,0,46,0,0,0,0,31,30
0,0,1,47,0,0,0,0,31,30
0,0,0,48,0,0,0,0,31,31
0,0,1,49,0,0,0,0,32,31
0,0,0,50,0,0,0,0,32,30
0,0,1,51,0,0,0,0,32,30
0,0,0,52,0,0,0,0,31,32
0,5,1,53,0,0,0,0,34,26
0,5,0,54,0,0,0,0,34,26
0,5,1,55,0,0,0,0,35,26
0,4,0,56,0,0,0,0,33,24
0,9,1,57,0,1,0,0,33,21
0,4,0,58,0,0,0,0,26,21
0,7,1,59,0,0,0,0,26,17
0,7,0,60,0,0,0,0,26,16
0,8,1,61,0,0,0,0,28,14
0,7,0,62,0,0,0,0,28,14
0,7,1,63,0,0,0,0,27,14
0,7,0,64,0,0,0,0,27,14
0,7,1,65,0,1,0,0,23,14
0,7,0,66,0,0,0,0,25,14
0,7,1,67,0,0,0,0,25,14
0,7,0,68,0,0,0,0,25,14
0,7,1,69,0,0,0,0,26,14
0,7,0,70,0,0,0,0,26,14
0,7,1,71,0,0,0,0,30,14
0,7,0,72,0,0,0,0,30,15
0,7,1,73,0,0,0,0,27,15
0,7,0,74,0,0,0,0,27,15
0,8,1,75,0,0,0,0,26,14
0,7,0,76,0,0,0,0,27,13
0,7,1,77,0,0,0,0,23,13
0,7,0,78,0,0,0,0,23,14
0,8,1,79,0,0,0,0,22,13
0,8,0,80,0,0,0,0,23,13
0,8,1,81,0,0,0,0,25,13
0,8,0,82,0,0,0,0,25,12
0,8,1,83,0,1,0,0,23,12
0,8,0,84,0,0,0,0,23,12
0,8,1,85,0,0,0,0,26,12
0,5,0,86,0,0,0,0,20,10
0,5,1,87,0,0,0,0,19,10
0,5,0,88,0,0,0,0,19,12
0,5,1,89,0,0,0,0,19,12
0,5,0,90,0,0,0,0,19,12
0,5,1,91,0,0,0,0,19,12
0,5,0,92,0,0,0,0,19,12
0,5,1,93,0,0,0,0,18,12
0,5,0,94,0,0,0,0,18,13
0,13,1,95,0,0,1,0,31,13
0,12,0,96,0,0,1,0,29,13
0,12,1,97,0,1,1,0,25,13
0,12,0,98,0,0,1,0,27,13
0,12,1,99,0,1,1,0,25,13
0,12,0,100,0,0,1,0,28,13
0,12,1,101,0,1,1,0,26,13
0,12,0,102,0,0,1,0,30,11
0,12,1,103,0,1,1,0,31,11
0,12,0,104,0,0,1,0,32,12
1,-2,1,21,0,0,1,1,41,33
1,-11,0,22,0,0,0,1,34,39
1,-2,1,23,0,0,0,0,36,28
1,-2,0,24,0,0,0,0,36,32
1,-2,1,25,0,0,0,0,36,32
1,-2,0,26,0,0,0,0,36,32
1,-2,1,27,0,0,0,0,35,32
1,-2,0,28,0,0,0,0,37,35
1,-2,1,29,0,0,0,0,35,35
1,-3,0,30,1,0,0,0,34,36
1,-3,1,31,0,0,0,0,34,36
1,-6,0,32,0,0,0,0,27,35
1,-3,1,33,0,0,0,0,27,31
1,-3,0,34,0,0,0,0,27,34
1,-3,1,35,0,0,0,0,27,34
1,-3,0,36,0,0,0,0,25,33
1,-3,1,37,0,0,0,0,31,34
1,-3,0,38,0,0,0,0,31,33
1,-3,1,39,0,0,0,0,31,33
1,-3,0,40,0,0,0,0,31,35
1,-3,1,41,0,0,0,0,34,35
1,-8,0,42,0,0,0,0,27,38
1,-3,1,43,0,0,0,0,32,32
1,-3,0,44,0,0,0,0,32,32
1,-3,1,45,0,0,0,0,32,32
1,-3,0,46,0,0,0,0,33,34
1,-3,1,47,0,0,0,0,33,34
1,-3,0,48,0,0,0,0,33,35
1,-3,1,49,0,0,0,0,30,35
1,-6,0,50,0,0,0,0,24,37
1,-3,1,51,0,1,0,0,29,32
1,-3,0,52,0,0,0,0,29,32
1,-3,1,53,0,0,0,0,28,32
1,-3,0,54,0,0,0,0,28,31
1,-3,1,55,0,0,0,0,30,31
1,-3,0,56,0,0,0,0,30,30
1,-3,1,57,0,0,0,0,30,30
1,-3,0,58,0,0,0,0,30,29
1,-3,1,59,0,0,0,0,28,29
1,-3,0,60,0,0,0,0,27,24
1,0,1,61,0,0,0,0,26,25
1,-3,0,62,0,0,0,0,22,26
1,-3,1,63,0,0,0,0,21,26
1,-3,0,64,0,0,0,0,21,25
1,-3,1,65,0,0,0,0,21,25
1,-3,0,66,0,0,0,0,21,25
1,-3,1,67,0,0,0,0,22,25
1,-4,0,68,0,0,0,0,20,25
1,-4,1,69,0,0,0,0,22,25
1,-4,0,70,0,0,0,0,22,24
1,-4,1,71,0,0,0,0,22,24
1,-5,0,72,0,0,0,0,21,26
1,-5,1,73,0,0,0,0,21,26
1,-5,0,74,0,0,0,0,18,23
1,-5,1,75,0,0,0,0,17,23
1,-10,0,76,0,0,0,0,12,28
1,-5,1,77,0,0,0,0,13,20
1,0,0,21,0,0,1,1,33,34
1,0,1,22,0,0,1,1,33,34
1,0,0,23,0,0,1,1,41,34
1,-3,1,24,0,0,1,1,35,34
1,0,0,25,0,0,1,1,35,32
1,0,1,26,0,0,1,1,35,34
1,0,0,27,0,0,1,1,36,34
1,-1,1,28,0,0,1,1,35,34
1,-1,0,29,0,0,1,1,35,34
1,-1,1,30,0,0,1,1,33,37
1,2,0,31,0,0,1,1,34,35
1,-7,1,32,0,0,0,1,28,35
1,-7,0,33,0,0,0,1,29,36
1,-8,1,34,0,0,0,1,28,35
1,-7,0,35,0,0,0,1,28,34
1,-7,1,36,0,0,0,1,30,36
1,-6,0,37,0,0,0,1,31,35
1,-6,1,38,0,0,0,1,31,35
1,-6,0,39,0,0,0,1,31,38
1,-7,1,40,0,0,0,1,29,38
1,-6,0,41,0,0,0,1,31,38
1,-6,1,42,0,0,0,1,28,41
1,3,0,43,0,0,0,0,32,30
1,0,1,44,0,0,0,0,25,31
1,0,0,45,0,0,0,0,27,31
1,0,1,46,0,0,0,0,27,32
1,0,0,47,0,0,0,0,26,32
1,0,1,48,0,0,0,0,26,33
1,0,0,49,0,0,0,0,25,33
1,-1,1,50,0,0,0,0,24,32
1,0,0,51,0,0,0,0,30,33
1,0,1,52,0,0,0,0,30,32
1,0,0,53,0,0,0,0,29,35
1,-1,1,54,0,0,0,0,28,34
1,2,0,55,1,0,0,0,30,30
1,-1,1,56,0,0,0,0,24,28
1,-1,0,57,0,0,0,0,23,28
1,-2,1,58,0,0,0,0,22,28
1,-2,0,59,0,0,0,0,21,28
1,-2,1,60,0,0,0,0,21,26
1,-2,0,61,0,0,0,0,26,26
1,-2,1,62,0,0,0,0,26,27
1,-2,0,63,0,0,0,0,26,27
1,-2,1,64,0,0,0,0,26,27
1,-2,0,65,0,0,0,0,27,27
1,-2,1,66,0,0,0,0,27,25
1,-2,0,67,0,0,0,0,30,25
0,0,1,21,0,0,1,1,36,30
0,-3,0,22,0,0,1,1,33,33
0,0,1,23,0,0,1,1,33,30
0,0,0,24,0,0,1,1,32,30
0,0,1,25,0,0,1,1,33,31
0,0,0,26,0,0,1,1,33,31
0,0,1,27,0,0,1,1,33,31
0,0,0,28,0,0,1,1,34,35
0,3,1,29,0,0,1,1,35,31
0,0,0,30,0,0,1,1,31,36
0,0,1,31,0,0,1,1,34,36
0,-1,0,32,0,0,1,1,34,36
0,-1,1,33,0,0,1,1,34,36
0,-1,0,34,0,0,1,1,34,38
0,4,1,35,0,0,1,1,34,31
0,-1,0,36,1,0,1,1,29,37
0,-1,1,37,0,0,1,1,32,36
0,-10,0,38,1,0,0,1,22,36
0,-1,1,39,0,0,0,0,24,24
0,-1,0,40,0,0,0,0,24,24
0,-1,1,41,0,0,0,0,24,24
0,-1,0,42,0,0,0,0,24,26
0,-1,1,43,0,0,0,0,26,26
0,-1,0,44,0,0,0,0,26,31
0,-1,1,45,0,0,0,0,29,31
0,-1,0,46,1,0,0,0,29,32
0,-1,1,47,0,0,0,0,29,31
0,-6,0,48,1,0,0,0,24,31
0,-1,1,49,0,0,0,0,25,24
0,-1,0,50,0,0,0,0,25,28
0,-1,1,51,0,0,0,0,20,28
0,-1,0,52,1,0,0,0,23,26
0,-1,1,53,0,0,0,0,24,26
0,-1,0,54,0,0,0,0,21,28
0,-1,1,55,0,0,0,0,27,28
0,-1,0,56,0,0,0,0,27,27
0,-1,1,57,0,0,0,0,25,27
0,-1,0,58,0,0,0,0,25,27
0,2,1,59,0,1,0,0,26,21
0,-1,0,60,0,0,0,0,21,21
0,0,1,61,0,0,0,0,25,20
0,0,0,62,0,0,0,0,23,19
0,3,1,63,0,0,0,0,23,15
0,0,0,64,0,0,0,0,17,14
0,0,1,65,0,0,0,0,17,14
0,0,0,66,0,0,0,0,17,14
0,0,1,67,0,1,0,0,18,14
0,0,0,68,0,0,0,0,18,14
0,0,1,69,0,0,0,0,17,14
0,0,0,70,0,0,0,0,17,16
0,0,1,71,0,0,0,0,15,16
0,0,0,72,0,0,0,0,15,16
0,0,1,73,0,0,0,0,16,16
0,0,0,74,0,0,0,0,16,15
0,1,1,75,0,0,0,0,16,14
0,0,0,76,0,0,0,0,14,13
0,0,1,77,0,0,0,0,14,13
0,0,0,78,0,0,0,0,14,13
0,1,1,79,0,0,0,0,14,12
0,0,0,80,0,0,0,0,12,12
0,0,1,81,0,0,0,0,12,12
0,0,0,82,0,0,0,0,12,12
0,0,1,83,0,0,0,0,12,12
0,0,0,84,1,0,0,0,12,13
0,1,1,85,0,0,0,0,14,11
0,0,0,86,0,0,0,0,13,12
0,0,1,87,0,0,0,0,13,12
0,0,0,88,0,0,0,0,13,10
0,0,1,89,0,0,0,0,13,10
0,-1,0,90,0,0,0,0,11,11
0,-1,1,91,0,0,0,0,10,11
0,-2,0,92,0,0,0,0,9,9
0,-2,1,93,0,0,0,0,9,9
0,-2,0,94,0,0,0,0,9,11
0,-2,1,95,0,0,0,0,9,11
0,-3,0,96,0,0,0,0,8,8
0,-3,1,97,0,0,0,0,5,8
0,-3,0,98,0,0,0,0,5,11
0,-3,1,99,0,0,0,0,5,11
0,-3,0,100,0,0,0,0,5,12
0,-3,1,101,0,0,0,0,3,12
0,-3,0,102,0,0,0,0,3,11
0,-3,1,103,0,0,0,0,5,11
0,-3,0,104,0,0,0,0,5,8
0,-3,1,105,0,0,0,0,3,8
0,-3,0,106,0,0,0,0,3,9
0,-3,1,107,0,0,0,0,5,9
0,-3,0,108,0,0,0,0,5,8
0,-3,1,109,0,0,0,0,5,8
0,-3,0,110,0,0,0,0,5,8
0,-3,1,111,0,0,0,0,8,8
0,-3,0,112,1,0,0,0,8,9
0,-3,1,113,0,0,0,0,5,9
0,-3,0,114,1,0,0,0,5,9
0,-3,1,115,0,0,0,0,5,9
0,-3,0,116,0,0,0,0,5,8
0,-3,1,117,0,0,0,0,8,8
0,-3,0,118,0,0,0,0,8,9
0,-3,1,119,0,0,0,0,8,9
0,-11,0,120,0,0,0,1,8,15
0,-11,1,121,0,0,0,1,8,15
0,-11,0,122,1,0,0,1,8,20
0,-11,1,123,0,0,0,1,8,24
0,-15,0,124,0,0,0,1,8,29
0,-14,1,125,0,0,0,1,8,29
0,-14,0,126,1,0,0,1,8,27
0,-14,1,127,0,0,0,1,8,31
0,-14,0,128,0,0,0,1,8,30
0,-14,1,129,0,0,0,1,5,30
0,-14,0,130,0,0,0,1,5,33
0,-14,1,131,0,0,0,1,5,33
0,-14,0,132,0,0,0,1,5,30
0,-14,1,133,0,0,0,1,8,30
0,-14,0,134,1,0,0,1,8,29
0,-14,1,135,0,0,0,1,5,30
0,-14,0,136,1,0,0,1,5,27
1,4,1,21,0,0,1,1,39,31
1,1,0,22,0,0,1,1,36,31
1,1,1,23,0,0,1,1,40,31
1,-8,0,24,0,0,0,1,33,34
1,1,1,25,0,0,0,0,32,29
1,1,0,26,0,0,0,0,32,31
1,1,1,27,0,0,0,0,33,31
1,1,0,28,0,0,0,0,33,33
1,1,1,29,0,0,0,0,34,33
1,1,0,30,0,0,0,0,34,36
1,1,1,31,0,0,0,0,34,36
1,1,0,32,0,0,0,0,34,37
1,1,1,33,0,0,0,0,34,37
1,0,0,34,0,0,0,0,33,37
1,1,1,35,0,0,0,0,34,35
1,1,0,36,0,0,0,0,34,34
1,1,1,37,0,0,0,0,34,32
1,1,0,38,0,0,0,0,34,35
1,4,1,39,0,0,0,0,38,31
1,1,0,40,0,0,0,0,32,35
1,1,1,41,0,0,0,0,29,35
1,1,0,42,0,0,0,0,29,35
1,1,1,43,0,0,0,0,29,35
1,1,0,44,0,0,0,0,29,33
1,1,1,45,0,0,0,0,31,33
1,1,0,46,0,0,0,0,31,35
1,1,1,47,0,0,0,0,31,35
1,1,0,48,0,0,0,0,31,35
1,1,1,49,0,0,0,0,32,35
1,1,0,50,0,0,0,0,32,30
1,1,1,51,0,0,0,0,35,30
1,1,0,52,0,0,0,0,35,30
1,1,1,53,0,0,0,0,33,30
1,-2,0,54,0,0,0,0,30,31
1,1,1,55,0,0,0,0,30,27
1,1,0,56,0,0,0,0,30,27
1,1,1,57,0,0,0,0,30,27
1,0,0,58,0,0,0,0,29,28
1,1,1,59,0,0,0,0,28,26
1,1,0,60,0,0,0,0,28,22
1,1,1,61,0,1,0,0,29,22
1,1,0,62,0,0,0,0,30,22
1,6,1,63,0,0,0,0,31,20
1,6,0,64,0,0,0,0,31,19
1,7,1,65,0,1,0,0,32,17
1,7,0,66,0,0,0,0,32,17
1,7,1,67,0,0,0,0,31,17
1,7,0,68,0,0,0,0,29,21
1,10,1,69,0,0,0,0,33,17
1,10,0,70,0,0,0,0,33,16
1,11,1,71,0,1,0,0,33,14
1,10,0,72,0,0,0,0,32,18
1,10,1,73,0,1,0,0,32,17
1,10,0,74,0,0,0,0,33,16
1,15,1,75,0,0,0,0,34,10
1,15,0,76,0,0,0,0,34,8
1,16,1,77,0,0,0,0,34,6
0,-3,0,21,0,0,1,1,33,35
0,-3,1,22,0,0,1,1,33,36
0,-3,0,23,0,0,1,1,29,37
0,-3,1,24,0,0,1,1,29,37
0,-3,0,25,0,0,1,1,30,37
0,-3,1,26,0,0,1,1,29,40
0,6,0,27,0,0,1,0,31,31
0,-3,1,28,0,0,0,0,25,33
0,-3,0,29,0,0,0,0,26,33
0,-3,1,30,0,0,0,0,26,35
0,-3,0,31,0,0,0,0,24,35
0,-6,1,32,0,0,0,0,21,35
0,-3,0,33,0,0,0,0,24,30
0,-3,1,34,0,0,0,0,24,32
0,-3,0,35,0,0,0,0,28,32
0,-6,1,36,0,0,0,0,25,36
0,-3,0,37,0,0,0,0,24,28
0,-3,1,38,0,0,0,0,24,30
0,-3,0,39,0,0,0,0,25,29
0,-3,1,40,0,0,0,0,25,29
0,-3,0,41,0,0,0,0,25,29
0,-3,1,42,0,0,0,0,25,28
0,-3,0,43,0,0,0,0,27,28
0,-3,1,44,0,0,0,0,27,32
0,-3,0,45,0,0,0,0,27,32
0,-3,1,46,0,0,0,0,27,30
0,-3,0,47,0,0,0,0,28,30
0,-3,1,48,0,0,0,0,28,31
0,-3,0,49,0,0,0,0,26,31
0,-6,1,50,0,0,0,0,24,31
0,-3,0,51,0,0,0,0,28,27
0,-8,1,52,0,1,0,0,21,32
0,-3,0,53,0,0,0,0,25,21
0,-3,1,54,0,0,0,0,25,21
0,-2,0,55,0,0,0,0,25,19
0,-3,1,56,0,0,0,0,23,20
0,-3,0,57,0,0,0,0,22,20
0,-3,1,58,0,0,0,0,22,21
0,-2,0,59,0,0,0,0,22,23
0,-2,1,60,0,1,0,0,22,27
0,-2,0,61,0,0,0,0,22,28
0,-3,1,62,0,0,0,0,20,31
0,-3,0,63,0,0,0,0,15,30
0,-8,1,64,0,0,0,0,9,31
0,-3,0,65,0,0,0,0,9,19
0,-4,1,66,0,0,0,0,8,20
0,-4,0,67,0,0,0,0,8,20
0,-4,1,68,0,0,0,0,8,22
0,-4,0,69,0,0,0,0,11,22
0,-4,1,70,0,0,0,0,11,20
0,-4,0,71,0,0,0,0,10,20
0,-4,1,72,0,0,0,0,10,19
0,-4,0,73,0,0,0,0,11,19
0,-4,1,74,0,0,0,0,11,18
0,-4,0,75,0,0,0,0,10,18
0,-4,1,76,0,0,0,0,10,17
0,-4,0,77,0,0,0,0,12,17
0,-4,1,78,0,1,0,0,12,21
0,-4,0,79,0,0,0,0,12,21
0,-4,1,80,0,0,0,0,12,19
0,-4,0,81,0,0,0,0,11,19
0,-4,1,82,0,0,0,0,11,19
0,-4,0,83,0,0,0,0,8,19
0,-4,1,84,0,0,0,0,8,19
0,-4,0,85,0,0,0,0,9,19
0,-5,1,86,0,0,0,0,7,17
0,-5,0,87,0,0,0,0,7,17
0,-5,1,88,0,0,0,0,7,18
0,-5,0,89,0,0,0,0,10,18
0,-5,1,90,0,1,0,0,10,19
0,-4,0,91,0,0,0,0,10,17
0,-4,1,92,0,0,0,0,10,19
0,-4,0,93,0,0,0,0,9,19
0,-12,1,94,0,1,0,1,9,29
0,-12,0,95,0,0,0,1,9,31
0,-12,1,96,0,0,0,1,9,36
0,-12,0,97,0,0,0,1,10,36
0,-12,1,98,0,1,0,1,10,34
0,-12,0,99,0,0,0,1,9,35
0,-12,1,100,0,0,0,1,9,35
0,-12,0,101,0,0,0,1,6,35
0,-12,1,102,0,1,0,1,6,33
0,-12,0,103,0,0,0,1,10,33
0,-12,1,104,0,1,0,1,10,32
0,-12,0,105,0,0,0,1,7,33
0,-12,1,106,0,1,0,1,7,34
0,-12,0,107,0,0,0,1,7,34
0,-12,1,108,0,1,0,1,7,33
0,-12,0,109,0,0,0,1,7,34
0,-12,1,110,0,1,0,1,7,36
0,-12,0,111,0,0,0,1,6,36
0,-12,1,112,0,1,0,1,6,35
0,0,0,21,0,0,1,1,35,38
0,0,1,22,0,0,1,1,35,36
0,0,0,23,0,0,1,1,37,36
0,0,1,24,0,0,1,1,37,37
0,0,0,25,0,0,1,1,41,37
0,-3,1,26,0,0,1,1,35,37
0,0,0,27,0,0,1,1,38,35
0,0,1,28,0,0,1,1,39,36
0,0,0,29,0,0,1,1,39,36
0,0,1,30,0,0,1,1,37,37
0,1,0,31,0,0,1,1,40,36
0,-2,1,32,0,0,1,1,34,41
0,-1,0,33,0,0,1,1,37,39
0,-4,1,34,0,0,1,1,32,41
0,-4,0,35,0,0,1,1,32,42
0,-4,1,36,0,0,1,1,32,42
0,-4,0,37,0,0,1,1,40,42
0,-4,1,38,0,0,1,1,38,42
1,-1,0,21,0,0,1,1,33,37
1,-1,1,22,0,0,1,1,33,37
1,-1,0,23,0,0,1,1,35,37
1,-1,1,24,0,0,1,1,35,37
1,-1,0,25,0,0,1,1,36,37
1,-1,1,26,0,0,1,1,36,37
1,-1,0,27,1,0,1,1,39,37
1,-1,1,28,0,0,1,1,39,37
1,-1,0,29,0,0,1,1,37,39
1,-1,1,30,0,0,1,1,37,39
1,-1,0,31,1,0,1,1,43,39
0,0,1,21,0,0,1,1,32,37
0,-1,0,22,0,0,1,1,32,40
0,-1,1,23,0,0,1,1,32,39
0,-1,0,24,0,0,1,1,32,39
0,0,1,25,0,0,1,1,32,38
0,0,0,26,0,0,1,1,32,39
0,0,1,27,0,0,1,1,31,39
0,0,0,28,0,0,1,1,31,40
0,0,1,29,0,0,1,1,34,40
0,-3,0,30,0,0,1,1,33,39
0,-2,1,31,0,0,1,1,33,38
0,-2,0,32,0,0,1,1,33,39
0,-2,1,33,0,0,1,1,35,39
0,-3,0,34,0,0,1,1,34,40
0,-3,1,35,0,0,1,1,34,40
0,-4,0,36,0,0,1,1,37,39
0,-1,1,37,0,0,1,1,38,38
0,-6,0,38,1,0,1,1,36,38
0,3,1,39,0,0,1,0,34,32
0,-6,0,40,1,0,0,0,27,36
0,-1,1,41,0,0,0,0,28,27
0,-1,0,42,0,0,0,0,28,31
0,-1,1,43,0,0,0,0,30,31
0,-1,0,44,0,0,0,0,30,31
0,-1,1,45,0,0,0,0,34,31
0,-4,0,46,0,0,0,0,31,32
0,-3,1,47,0,0,0,0,32,30
0,-3,0,48,0,0,0,0,32,27
0,-3,1,49,0,0,0,0,33,27
0,-3,0,50,0,0,0,0,32,28
0,-2,1,51,0,1,0,0,34,26
0,-3,0,52,0,0,0,0,32,28
0,-3,1,53,0,0,0,0,30,28
0,-3,0,54,0,0,0,0,30,26
0,-3,1,55,0,0,0,0,28,26
0,-3,0,56,0,0,0,0,28,27
0,-3,1,57,0,0,0,0,30,27
0,-6,0,58,0,0,0,0,26,30
0,-3,1,59,0,1,0,0,26,27
0,-4,0,60,0,0,0,0,24,25
0,-3,1,61,0,0,0,0,23,25
0,-4,0,62,0,0,0,0,21,24
0,-4,1,63,0,0,0,0,21,24
0,-4,0,64,0,0,0,0,21,24
0,-4,1,65,0,0,0,0,21,24
0,-4,0,66,0,0,0,0,21,25
0,-4,1,67,0,0,0,0,21,27
0,-4,0,68,0,0,0,0,21,27
0,-4,1,69,0,0,0,0,21,27
0,-4,0,70,0,0,0,0,21,24
0,-3,1,71,0,0,0,0,24,23
0,-4,0,72,1,0,0,0,23,23
0,-4,1,73,0,0,0,0,20,24
0,-9,0,74,0,0,0,0,7,28
0,0,1,21,0,0,1,1,34,37
0,0,0,22,0,0,1,1,34,32
0,0,1,23,0,0,1,1,38,32
0,0,0,24,0,0,1,1,38,32
0,0,1,25,0,0,1,1,40,32
0,-3,0,26,0,0,1,1,38,35
0,0,1,27,0,0,1,1,40,33
0,-3,0,28,0,0,1,1,38,35
0,0,1,29,0,0,1,1,39,33
0,0,0,30,0,0,1,1,39,32
0,0,1,31,0,0,1,1,38,32
0,0,0,32,0,0,1,1,38,34
0,0,1,33,0,0,1,1,35,34
0,0,0,34,0,0,1,1,35,30
0,0,1,35,0,0,1,1,38,30
0,-1,0,36,0,0,1,1,36,35
0,-1,1,37,0,0,1,1,36,35
0,-1,0,38,0,0,1,1,36,34
0,-1,1,39,0,0,1,1,31,33
0,-1,0,40,0,0,1,1,31,33
0,0,1,41,0,0,1,1,32,33
0,0,0,42,0,0,1,1,31,36
0,1,1,43,0,1,1,1,40,36
0,-8,0,44,0,0,0,1,28,39
0,1,1,45,0,0,0,0,34,28
0,-4,0,46,0,0,0,0,25,28
0,-4,1,47,0,0,0,0,24,28
0,-4,0,48,0,0,0,0,24,29
0,-4,1,49,0,0,0,0,26,27
0,-9,0,50,0,0,0,0,21,32
0,-4,1,51,0,0,0,0,21,23
0,-4,0,52,0,0,0,0,21,27
0,0,1,21,0,0,1,1,32,31
0,0,0,22,0,0,1,1,32,33
0,0,1,23,0,0,1,1,33,33
0,0,0,24,0,0,1,1,33,32
0,0,1,25,0,0,1,1,32,32
0,0,0,26,0,0,1,1,32,35
0,1,1,27,0,0,1,1,32,33
0,0,0,28,0,0,1,1,30,34
0,0,1,29,0,0,1,1,31,34
0,0,0,30,0,0,1,1,31,34
0,1,1,31,0,0,1,1,30,32
0,0,0,32,0,0,1,1,32,35
0,9,1,33,0,0,1,0,41,30
0,0,0,34,0,0,0,0,31,34
0,0,1,35,0,0,0,0,32,34
0,0,0,36,0,0,0,0,33,30
0,0,1,37,0,0,0,0,32,30
0,0,0,38,0,0,0,0,32,32
0,0,1,39,0,0,0,0,33,32
0,-5,0,40,0,0,0,0,29,36
0,0,1,41,0,0,0,0,28,29
0,0,0,42,0,0,0,0,28,25
0,0,1,43,0,1,0,0,32,25
0,0,0,44,0,0,0,0,31,26
0,5,1,45,0,1,0,0,32,23
0,0,0,46,0,0,0,0,24,24
0,0,1,47,0,0,0,0,25,24
0,0,0,48,0,0,0,0,25,25
0,0,1,49,0,0,0,0,24,25
0,0,0,50,0,0,0,0,24,24
0,0,1,51,0,0,0,0,21,24
0,0,0,52,0,0,0,0,21,24
0,0,1,53,0,0,0,0,23,24
0,0,0,54,0,0,0,0,23,25
0,3,1,55,0,0,0,0,26,22
0,0,0,56,0,0,0,0,19,22
0,0,1,57,0,1,0,0,20,22
0,0,0,58,0,0,0,0,20,21
0,1,1,59,0,0,0,0,19,20
0,1,0,60,0,0,0,0,19,19
0,1,1,61,0,0,0,0,17,19
0,1,0,62,0,0,0,0,17,18
0,1,1,63,0,0,0,0,19,18
0,0,0,64,0,0,0,0,19,19
0,0,1,65,0,0,0,0,20,19
0,-1,0,66,1,0,0,0,19,20
0,0,1,67,0,0,0,0,19,18
0,-1,0,68,0,0,0,0,18,19
0,-1,1,69,0,0,0,0,18,19
0,-1,0,70,0,0,0,0,18,18
0,2,1,71,0,0,0,0,19,13
0,-1,0,72,0,0,0,0,12,13
0,-1,1,73,0,0,0,0,11,13
0,-1,0,74,0,0,0,0,11,13
0,-1,1,75,0,0,0,0,12,13
0,-1,0,76,0,0,0,0,12,14
0,-1,1,77,0,0,0,0,12,14
0,-1,0,78,0,0,0,0,12,14
0,0,1,79,0,0,0,0,11,13
0,0,0,80,0,0,0,0,11,13
0,0,1,81,0,0,0,0,12,13
0,0,0,82,0,0,0,0,12,13
0,1,1,83,0,0,0,0,11,11
0,-7,0,84,0,0,0,1,11,30
0,-7,1,85,0,0,0,1,11,30
0,-7,0,86,0,0,0,1,11,26
0,-7,1,87,0,0,0,1,10,26
0,-8,0,88,1,0,0,1,9,23
0,-8,1,89,0,0,0,1,8,25
0,-8,0,90,0,0,0,1,8,24
0,-8,1,91,0,0,0,1,9,24
0,-8,0,92,0,0,0,1,9,22
0,-8,1,93,0,0,0,1,8,22
0,-8,0,94,0,0,0,1,8,25
